Nome: PALMAS;;;;
Codigo Estacao: A009;;;;
Latitude: -10.14777777;;;;
Longitude: -48.31444444;;;;
Altitude: 267;;;;
Situacao: Operante;;;;
Data Inicial: 2020-01-01;;;;
Data Final: 2023-12-31;;;;
Periodicidade da Medicao: Horaria;;;;
;;;;
Data Medicao;Hora Medicao;TEMPERATURA DO AR - BULBO SECO, HORARIA(°C);;
07/02/2020;1700;23,6;;
07/02/2020;1800;24,9;;
07/02/2020;1900;25,9;;
07/02/2020;2000;26;;
07/02/2020;2100;25,6;;
07/02/2020;2200;null;;
07/02/2020;2300;null;;
08/02/2020;0;null;;
08/02/2020;100;23,9;;
08/02/2020;200;24;;
08/02/2020;300;23,8;;
08/02/2020;400;23,4;;
08/02/2020;500;23,7;;
08/02/2020;600;23,5;;
08/02/2020;700;23,2;;
08/02/2020;800;23,6;;
08/02/2020;900;23,2;;
08/02/2020;1000;23,7;;
08/02/2020;1100;24,5;;
08/02/2020;1200;26,1;;
08/02/2020;1300;26,3;;
08/02/2020;1400;26,8;;
08/02/2020;1500;26,3;;
08/02/2020;1600;28,1;;
08/02/2020;1700;27,4;;
08/02/2020;1800;26,6;;
08/02/2020;1900;25,5;;
08/02/2020;2000;24,9;;
08/02/2020;2100;24,7;;
08/02/2020;2200;24,4;;
08/02/2020;2300;null;;
09/02/2020;0;22,6;;
09/02/2020;100;22;;
09/02/2020;200;21,8;;
09/02/2020;300;22,1;;
09/02/2020;400;21,8;;
09/02/2020;500;21,7;;
09/02/2020;600;21,7;;
09/02/2020;700;21,6;;
09/02/2020;800;21,6;;
09/02/2020;900;21,5;;
09/02/2020;1000;21,7;;
09/02/2020;1100;22,5;;
09/02/2020;1200;24,2;;
09/02/2020;1300;25,3;;
09/02/2020;1400;25,8;;
09/02/2020;1500;27,3;;
09/02/2020;1600;28,9;;
09/02/2020;1700;29,2;;
09/02/2020;1800;29,9;;
09/02/2020;1900;29,9;;
09/02/2020;2000;29,8;;
09/02/2020;2100;28,5;;
09/02/2020;2200;null;;
09/02/2020;2300;null;;
10/02/2020;0;25,7;;
10/02/2020;100;25,4;;
10/02/2020;200;25,2;;
10/02/2020;300;25;;
10/02/2020;400;24,6;;
10/02/2020;500;24,8;;
10/02/2020;600;24,7;;
10/02/2020;700;25,4;;
10/02/2020;800;24,4;;
10/02/2020;900;23,2;;
10/02/2020;1000;22,9;;
10/02/2020;1100;24,1;;
10/02/2020;1200;25,9;;
10/02/2020;1300;27,7;;
10/02/2020;1400;28,7;;
10/02/2020;1500;29,8;;
10/02/2020;1600;30,7;;
10/02/2020;1700;30,9;;
10/02/2020;1800;32,7;;
10/02/2020;1900;32,7;;
10/02/2020;2000;31,8;;
10/02/2020;2100;31,2;;
10/02/2020;2200;null;;
10/02/2020;2300;null;;
11/02/2020;0;27,6;;
11/02/2020;100;28,2;;
11/02/2020;200;27,1;;
11/02/2020;300;27,8;;
11/02/2020;400;25,7;;
11/02/2020;500;25,3;;
11/02/2020;600;24,9;;
11/02/2020;700;24,7;;
11/02/2020;800;23,9;;
11/02/2020;900;23,5;;
11/02/2020;1000;24,1;;
11/02/2020;1100;27,8;;
11/02/2020;1200;30;;
11/02/2020;1300;31,3;;
11/02/2020;1400;30,6;;
11/02/2020;1500;32,7;;
11/02/2020;1600;33,9;;
11/02/2020;1700;32,1;;
11/02/2020;1800;33,8;;
11/02/2020;1900;33,7;;
11/02/2020;2000;34;;
11/02/2020;2100;32,7;;
11/02/2020;2200;null;;
11/02/2020;2300;null;;
12/02/2020;0;29,1;;
12/02/2020;100;28,5;;
12/02/2020;200;26,9;;
12/02/2020;300;25,7;;
12/02/2020;400;25,9;;
12/02/2020;500;24,4;;
12/02/2020;600;22,6;;
12/02/2020;700;23,3;;
12/02/2020;800;22,9;;
12/02/2020;900;22,8;;
12/02/2020;1000;23,3;;
12/02/2020;1100;25,4;;
12/02/2020;1200;27,1;;
12/02/2020;1300;26,6;;
12/02/2020;1400;27,9;;
12/02/2020;1500;28;;
12/02/2020;1600;28,7;;
12/02/2020;1700;29;;
12/02/2020;1800;30;;
12/02/2020;1900;30,2;;
12/02/2020;2000;30,1;;
12/02/2020;2100;29,6;;
12/02/2020;2200;null;;
12/02/2020;2300;null;;
13/02/2020;0;null;;
13/02/2020;100;26,2;;
13/02/2020;200;25,8;;
13/02/2020;300;25,3;;
13/02/2020;400;24,8;;
13/02/2020;500;24,8;;
13/02/2020;600;24,4;;
13/02/2020;700;24,6;;
13/02/2020;800;24,6;;
13/02/2020;900;24,2;;
13/02/2020;1000;24,7;;
13/02/2020;1100;26,7;;
13/02/2020;1200;27,2;;
13/02/2020;1300;27,9;;
13/02/2020;1400;25,4;;
13/02/2020;1500;29,2;;
13/02/2020;1600;30,8;;
13/02/2020;1700;32;;
13/02/2020;1800;32;;
13/02/2020;1900;32,8;;
13/02/2020;2000;32,9;;
13/02/2020;2100;30,7;;
13/02/2020;2200;29,2;;
13/02/2020;2300;null;;
14/02/2020;0;null;;
14/02/2020;100;25,8;;
14/02/2020;200;25,5;;
14/02/2020;300;25,7;;
14/02/2020;400;25,1;;
14/02/2020;500;24,8;;
14/02/2020;600;24,7;;
14/02/2020;700;24,9;;
14/02/2020;800;24,2;;
14/02/2020;900;23,9;;
14/02/2020;1000;23,9;;
14/02/2020;1100;27,2;;
14/02/2020;1200;29,8;;
14/02/2020;1300;31,6;;
14/02/2020;1400;31,9;;
14/02/2020;1500;33,3;;
14/02/2020;1600;34,6;;
14/02/2020;1700;35,1;;
14/02/2020;1800;34,1;;
14/02/2020;1900;34,7;;
14/02/2020;2000;34,4;;
14/02/2020;2100;33,5;;
14/02/2020;2200;30,5;;
14/02/2020;2300;null;;
15/02/2020;0;27,8;;
15/02/2020;100;27,7;;
15/02/2020;200;26,1;;
15/02/2020;300;25;;
15/02/2020;400;25,9;;
15/02/2020;500;27,3;;
15/02/2020;600;27,2;;
15/02/2020;700;27,7;;
15/02/2020;800;25,9;;
15/02/2020;900;25,4;;
15/02/2020;1000;25;;
15/02/2020;1100;25,6;;
15/02/2020;1200;26,7;;
15/02/2020;1300;28,1;;
15/02/2020;1400;29,6;;
15/02/2020;1500;30,7;;
15/02/2020;1600;30,8;;
15/02/2020;1700;26,6;;
15/02/2020;1800;27,2;;
15/02/2020;1900;26,5;;
15/02/2020;2000;25,7;;
15/02/2020;2100;25,5;;
15/02/2020;2200;null;;
15/02/2020;2300;null;;
16/02/2020;0;null;;
16/02/2020;100;22,9;;
16/02/2020;200;22,3;;
16/02/2020;300;21,9;;
16/02/2020;400;21,9;;
16/02/2020;500;22,3;;
16/02/2020;600;23;;
16/02/2020;700;22,5;;
16/02/2020;800;22,1;;
16/02/2020;900;21,7;;
16/02/2020;1000;22,3;;
16/02/2020;1100;25,5;;
16/02/2020;1200;27,4;;
16/02/2020;1300;29,4;;
16/02/2020;1400;31;;
16/02/2020;1500;30,9;;
16/02/2020;1600;31,9;;
16/02/2020;1700;31,5;;
16/02/2020;1800;31,6;;
16/02/2020;1900;32;;
16/02/2020;2000;32,1;;
16/02/2020;2100;31,1;;
16/02/2020;2200;29,7;;
16/02/2020;2300;null;;
17/02/2020;0;27;;
17/02/2020;100;26,9;;
17/02/2020;200;26,1;;
17/02/2020;300;27;;
17/02/2020;400;26,3;;
17/02/2020;500;25,3;;
17/02/2020;600;23,1;;
17/02/2020;700;23,1;;
17/02/2020;800;23,1;;
17/02/2020;900;22,8;;
17/02/2020;1000;22,9;;
17/02/2020;1100;24,1;;
17/02/2020;1200;25,3;;
17/02/2020;1300;27,1;;
17/02/2020;1400;28,5;;
17/02/2020;1500;29,8;;
17/02/2020;1600;30;;
17/02/2020;1700;31,1;;
17/02/2020;1800;30,9;;
17/02/2020;1900;31,6;;
17/02/2020;2000;31;;
17/02/2020;2100;29,7;;
17/02/2020;2200;null;;
17/02/2020;2300;null;;
18/02/2020;0;26,9;;
18/02/2020;100;26,3;;
18/02/2020;200;26,1;;
18/02/2020;300;25,9;;
18/02/2020;400;25,5;;
18/02/2020;500;25,6;;
18/02/2020;600;26;;
18/02/2020;700;24,9;;
18/02/2020;800;24,1;;
18/02/2020;900;23,7;;
18/02/2020;1000;24,1;;
18/02/2020;1100;25,1;;
18/02/2020;1200;27,5;;
18/02/2020;1300;28,4;;
18/02/2020;1400;29,4;;
18/02/2020;1500;28,8;;
18/02/2020;1600;29,6;;
18/02/2020;1700;27,9;;
18/02/2020;1800;27,7;;
18/02/2020;1900;26,9;;
18/02/2020;2000;26,3;;
18/02/2020;2100;25,8;;
18/02/2020;2200;null;;
18/02/2020;2300;null;;
19/02/2020;0;24,3;;
19/02/2020;100;24,1;;
19/02/2020;200;24,1;;
19/02/2020;300;23,8;;
19/02/2020;400;24,6;;
19/02/2020;500;21,9;;
19/02/2020;600;22;;
19/02/2020;700;21,8;;
19/02/2020;800;21,9;;
19/02/2020;900;21,9;;
19/02/2020;1000;22,5;;
19/02/2020;1100;24,7;;
19/02/2020;1200;27,8;;
19/02/2020;1300;29,3;;
19/02/2020;1400;30,8;;
19/02/2020;1500;29,8;;
19/02/2020;1600;26,6;;
19/02/2020;1700;26,3;;
19/02/2020;1800;27,3;;
19/02/2020;1900;28,1;;
19/02/2020;2000;28,3;;
19/02/2020;2100;27,6;;
19/02/2020;2200;null;;
19/02/2020;2300;null;;
20/02/2020;0;25,2;;
20/02/2020;100;24,5;;
20/02/2020;200;24,5;;
20/02/2020;300;24,1;;
20/02/2020;400;24,5;;
20/02/2020;500;24,9;;
20/02/2020;600;24,4;;
20/02/2020;700;24,1;;
20/02/2020;800;23,7;;
20/02/2020;900;23,4;;
20/02/2020;1000;23,9;;
20/02/2020;1100;23,5;;
20/02/2020;1200;23,3;;
20/02/2020;1300;23,2;;
20/02/2020;1400;23;;
20/02/2020;1500;23,5;;
20/02/2020;1600;23,9;;
20/02/2020;1700;24,8;;
20/02/2020;1800;25,2;;
20/02/2020;1900;25,4;;
20/02/2020;2000;25;;
20/02/2020;2100;25,3;;
20/02/2020;2200;null;;
20/02/2020;2300;null;;
21/02/2020;0;null;;
21/02/2020;100;23,6;;
21/02/2020;200;23,6;;
21/02/2020;300;24;;
21/02/2020;400;23,8;;
21/02/2020;500;23,8;;
21/02/2020;600;23,9;;
21/02/2020;700;23,8;;
21/02/2020;800;23,7;;
21/02/2020;900;23,5;;
21/02/2020;1000;24;;
21/02/2020;1100;25,5;;
21/02/2020;1200;26,4;;
21/02/2020;1300;27,2;;
21/02/2020;1400;29,4;;
21/02/2020;1500;29,5;;
21/02/2020;1600;30,9;;
21/02/2020;1700;30,8;;
21/02/2020;1800;31,1;;
21/02/2020;1900;31,2;;
21/02/2020;2000;30,3;;
21/02/2020;2100;28,3;;
21/02/2020;2200;26,9;;
21/02/2020;2300;null;;
22/02/2020;0;null;;
22/02/2020;100;25,2;;
22/02/2020;200;24,8;;
22/02/2020;300;25,2;;
22/02/2020;400;24,8;;
22/02/2020;500;24,3;;
22/02/2020;600;24;;
22/02/2020;700;23,6;;
22/02/2020;800;23,5;;
22/02/2020;900;23,4;;
22/02/2020;1000;23,8;;
22/02/2020;1100;25;;
22/02/2020;1200;25,6;;
22/02/2020;1300;27,9;;
22/02/2020;1400;29,2;;
22/02/2020;1500;30,9;;
22/02/2020;1600;31,6;;
22/02/2020;1700;31,6;;
22/02/2020;1800;32,6;;
22/02/2020;1900;31,9;;
22/02/2020;2000;30;;
22/02/2020;2100;28,8;;
22/02/2020;2200;27,5;;
22/02/2020;2300;null;;
23/02/2020;0;27,6;;
23/02/2020;100;26,7;;
23/02/2020;200;26,3;;
23/02/2020;300;26;;
23/02/2020;400;24,9;;
23/02/2020;500;24,8;;
23/02/2020;600;25;;
23/02/2020;700;24,3;;
23/02/2020;800;24,2;;
23/02/2020;900;23,8;;
23/02/2020;1000;24,4;;
23/02/2020;1100;26;;
23/02/2020;1200;28,4;;
23/02/2020;1300;30,1;;
23/02/2020;1400;30,9;;
23/02/2020;1500;28,7;;
23/02/2020;1600;27;;
23/02/2020;1700;27,5;;
23/02/2020;1800;27,9;;
23/02/2020;1900;27,6;;
23/02/2020;2000;27,4;;
23/02/2020;2100;26,5;;
23/02/2020;2200;null;;
23/02/2020;2300;null;;
24/02/2020;0;null;;
24/02/2020;100;24,7;;
24/02/2020;200;24,4;;
24/02/2020;300;24,3;;
24/02/2020;400;23,9;;
24/02/2020;500;24,2;;
24/02/2020;600;24,3;;
24/02/2020;700;23,8;;
24/02/2020;800;23,3;;
24/02/2020;900;23,3;;
24/02/2020;1000;23,9;;
24/02/2020;1100;26,4;;
24/02/2020;1200;29;;
24/02/2020;1300;30,3;;
24/02/2020;1400;31,2;;
24/02/2020;1500;31,3;;
24/02/2020;1600;30,4;;
24/02/2020;1700;32,1;;
24/02/2020;1800;32,2;;
24/02/2020;1900;33,5;;
24/02/2020;2000;32,5;;
24/02/2020;2100;31,9;;
24/02/2020;2200;29,7;;
24/02/2020;2300;null;;
25/02/2020;0;26,6;;
25/02/2020;100;25,8;;
25/02/2020;200;25,2;;
25/02/2020;300;24,8;;
25/02/2020;400;24,9;;
25/02/2020;500;24,7;;
25/02/2020;600;24,4;;
25/02/2020;700;24;;
25/02/2020;800;23,7;;
25/02/2020;900;23,6;;
25/02/2020;1000;23,6;;
25/02/2020;1100;25,3;;
25/02/2020;1200;27,2;;
25/02/2020;1300;28,7;;
25/02/2020;1400;28,7;;
25/02/2020;1500;29,1;;
25/02/2020;1600;27,8;;
25/02/2020;1700;30,5;;
25/02/2020;1800;30,6;;
25/02/2020;1900;30,8;;
25/02/2020;2000;24;;
25/02/2020;2100;24,8;;
25/02/2020;2200;null;;
25/02/2020;2300;null;;
26/02/2020;0;25,4;;
26/02/2020;100;25,1;;
26/02/2020;200;25,1;;
26/02/2020;300;24,8;;
26/02/2020;400;24,5;;
26/02/2020;500;24,5;;
26/02/2020;600;24,6;;
26/02/2020;700;24,8;;
26/02/2020;800;24,5;;
26/02/2020;900;24,7;;
26/02/2020;1000;24,8;;
26/02/2020;1100;26;;
26/02/2020;1200;27;;
26/02/2020;1300;29,6;;
26/02/2020;1400;29,9;;
26/02/2020;1500;31,3;;
26/02/2020;1600;30,9;;
26/02/2020;1700;31,3;;
26/02/2020;1800;28,5;;
26/02/2020;1900;27,1;;
26/02/2020;2000;27,4;;
26/02/2020;2100;27,6;;
26/02/2020;2200;null;;
26/02/2020;2300;null;;
27/02/2020;0;null;;
27/02/2020;100;25,2;;
27/02/2020;200;24,9;;
27/02/2020;300;24,8;;
27/02/2020;400;24,4;;
27/02/2020;500;24,4;;
27/02/2020;600;24,4;;
27/02/2020;700;23,9;;
27/02/2020;800;23,5;;
27/02/2020;900;24;;
27/02/2020;1000;24,4;;
27/02/2020;1100;27,2;;
27/02/2020;1200;29,9;;
27/02/2020;1300;30,8;;
27/02/2020;1400;30,8;;
27/02/2020;1500;31,3;;
27/02/2020;1600;32,6;;
27/02/2020;1700;32,7;;
27/02/2020;1800;29,9;;
27/02/2020;1900;31,5;;
27/02/2020;2000;32,8;;
27/02/2020;2100;30,3;;
27/02/2020;2200;29,2;;
27/02/2020;2300;null;;
28/02/2020;0;null;;
28/02/2020;100;27,2;;
28/02/2020;200;27,1;;
28/02/2020;300;26,5;;
28/02/2020;400;26,7;;
28/02/2020;500;25,3;;
28/02/2020;600;25,7;;
28/02/2020;700;25,8;;
28/02/2020;800;25,5;;
28/02/2020;900;25,9;;
28/02/2020;1000;25,7;;
28/02/2020;1100;26,3;;
28/02/2020;1200;28,7;;
28/02/2020;1300;25,5;;
28/02/2020;1400;25,3;;
28/02/2020;1500;27,7;;
28/02/2020;1600;28,8;;
28/02/2020;1700;29,7;;
28/02/2020;1800;29,8;;
28/02/2020;1900;29,3;;
28/02/2020;2000;29;;
28/02/2020;2100;28,6;;
28/02/2020;2200;27,4;;
28/02/2020;2300;null;;
29/02/2020;0;26,2;;
29/02/2020;100;26;;
29/02/2020;200;25,3;;
29/02/2020;300;25,1;;
29/02/2020;400;25;;
29/02/2020;500;25;;
29/02/2020;600;24,4;;
29/02/2020;700;24,1;;
29/02/2020;800;24,2;;
29/02/2020;900;24,1;;
29/02/2020;1000;24,4;;
29/02/2020;1100;26,4;;
29/02/2020;1200;27,9;;
29/02/2020;1300;29,3;;
29/02/2020;1400;29,1;;
29/02/2020;1500;30,8;;
29/02/2020;1600;31,3;;
29/02/2020;1700;30,8;;
29/02/2020;1800;31,1;;
29/02/2020;1900;29,1;;
29/02/2020;2000;29,1;;
29/02/2020;2100;27,3;;
29/02/2020;2200;null;;
29/02/2020;2300;null;;
01/03/2020;0;null;;
01/03/2020;100;24,2;;
01/03/2020;200;24,4;;
01/03/2020;300;24,4;;
01/03/2020;400;23,9;;
01/03/2020;500;23,8;;
01/03/2020;600;23,5;;
01/03/2020;700;23,4;;
01/03/2020;800;23,1;;
01/03/2020;900;23,8;;
01/03/2020;1000;24,1;;
01/03/2020;1100;25,6;;
01/03/2020;1200;26,9;;
01/03/2020;1300;28,9;;
01/03/2020;1400;29,7;;
01/03/2020;1500;30,8;;
01/03/2020;1600;31,4;;
01/03/2020;1700;33;;
01/03/2020;1800;32,5;;
01/03/2020;1900;33,1;;
01/03/2020;2000;32;;
01/03/2020;2100;31,5;;
01/03/2020;2200;28,9;;
01/03/2020;2300;null;;
02/03/2020;0;28;;
02/03/2020;100;26,4;;
02/03/2020;200;25,7;;
02/03/2020;300;25,8;;
02/03/2020;400;26,3;;
02/03/2020;500;25,6;;
02/03/2020;600;25,2;;
02/03/2020;700;25,4;;
02/03/2020;800;25,2;;
02/03/2020;900;24,8;;
02/03/2020;1000;25,1;;
02/03/2020;1100;25,4;;
02/03/2020;1200;25;;
02/03/2020;1300;25,2;;
02/03/2020;1400;25,4;;
02/03/2020;1500;28,4;;
02/03/2020;1600;29;;
02/03/2020;1700;27,8;;
02/03/2020;1800;25;;
02/03/2020;1900;24,7;;
02/03/2020;2000;24,8;;
02/03/2020;2100;25;;
02/03/2020;2200;null;;
02/03/2020;2300;null;;
03/03/2020;0;null;;
03/03/2020;100;24;;
03/03/2020;200;24,3;;
03/03/2020;300;24,3;;
03/03/2020;400;23,8;;
03/03/2020;500;23,7;;
03/03/2020;600;23,5;;
03/03/2020;700;23,5;;
03/03/2020;800;23,4;;
03/03/2020;900;23,4;;
03/03/2020;1000;23,4;;
03/03/2020;1100;24,7;;
03/03/2020;1200;25,9;;
03/03/2020;1300;27,1;;
03/03/2020;1400;28,8;;
03/03/2020;1500;30,4;;
03/03/2020;1600;30,4;;
03/03/2020;1700;31,1;;
03/03/2020;1800;28,1;;
03/03/2020;1900;28,1;;
03/03/2020;2000;23,6;;
03/03/2020;2100;23,9;;
03/03/2020;2200;23,7;;
03/03/2020;2300;null;;
04/03/2020;0;23,8;;
04/03/2020;100;23,7;;
04/03/2020;200;23,6;;
04/03/2020;300;23,6;;
04/03/2020;400;23,6;;
04/03/2020;500;23,6;;
04/03/2020;600;23,6;;
04/03/2020;700;23,7;;
04/03/2020;800;23,4;;
04/03/2020;900;23,6;;
04/03/2020;1000;23,6;;
04/03/2020;1100;25,1;;
04/03/2020;1200;26,5;;
04/03/2020;1300;27,2;;
04/03/2020;1400;null;;
04/03/2020;1500;null;;
04/03/2020;1600;null;;
04/03/2020;1700;null;;
04/03/2020;1800;null;;
04/03/2020;1900;null;;
04/03/2020;2000;null;;
04/03/2020;2100;24,4;;
04/03/2020;2200;24,4;;
04/03/2020;2300;24,2;;
05/03/2020;0;24,1;;
05/03/2020;100;24,1;;
05/03/2020;200;24;;
05/03/2020;300;24,2;;
05/03/2020;400;23,6;;
05/03/2020;500;23,4;;
05/03/2020;600;23,3;;
05/03/2020;700;23,6;;
05/03/2020;800;23,5;;
05/03/2020;900;23,4;;
05/03/2020;1000;23,9;;
05/03/2020;1100;25,7;;
05/03/2020;1200;27,7;;
05/03/2020;1300;28,9;;
05/03/2020;1400;30,3;;
05/03/2020;1500;29,9;;
05/03/2020;1600;29,6;;
05/03/2020;1700;30,4;;
05/03/2020;1800;25,5;;
05/03/2020;1900;26,7;;
05/03/2020;2000;27,3;;
05/03/2020;2100;27,2;;
05/03/2020;2200;25,7;;
05/03/2020;2300;25,5;;
06/03/2020;0;26,3;;
06/03/2020;100;25,3;;
06/03/2020;200;24,8;;
06/03/2020;300;24,7;;
06/03/2020;400;24,5;;
06/03/2020;500;24,4;;
06/03/2020;600;24;;
06/03/2020;700;23,7;;
06/03/2020;800;23,7;;
06/03/2020;900;23,6;;
06/03/2020;1000;24,5;;
06/03/2020;1100;25,3;;
06/03/2020;1200;26,1;;
06/03/2020;1300;27;;
06/03/2020;1400;28,6;;
06/03/2020;1500;28,2;;
06/03/2020;1600;27;;
06/03/2020;1700;27,2;;
06/03/2020;1800;30,3;;
06/03/2020;1900;29,4;;
06/03/2020;2000;25,8;;
06/03/2020;2100;25,1;;
06/03/2020;2200;25,2;;
06/03/2020;2300;24,2;;
07/03/2020;0;23,9;;
07/03/2020;100;23,9;;
07/03/2020;200;23,7;;
07/03/2020;300;23,8;;
07/03/2020;400;23,2;;
07/03/2020;500;23,1;;
07/03/2020;600;23,1;;
07/03/2020;700;23,2;;
07/03/2020;800;23,1;;
07/03/2020;900;22,4;;
07/03/2020;1000;23,1;;
07/03/2020;1100;25,2;;
07/03/2020;1200;27,9;;
07/03/2020;1300;28,6;;
07/03/2020;1400;30,5;;
07/03/2020;1500;31,3;;
07/03/2020;1600;31,6;;
07/03/2020;1700;32;;
07/03/2020;1800;32,3;;
07/03/2020;1900;32,4;;
07/03/2020;2000;31,6;;
07/03/2020;2100;30,8;;
07/03/2020;2200;28,9;;
07/03/2020;2300;27,6;;
08/03/2020;0;27,7;;
08/03/2020;100;27;;
08/03/2020;200;27,2;;
08/03/2020;300;26,5;;
08/03/2020;400;26,3;;
08/03/2020;500;25,5;;
08/03/2020;600;25,3;;
08/03/2020;700;24,9;;
08/03/2020;800;24,7;;
08/03/2020;900;24,6;;
08/03/2020;1000;24,9;;
08/03/2020;1100;25,5;;
08/03/2020;1200;25,3;;
08/03/2020;1300;26,2;;
08/03/2020;1400;27,4;;
08/03/2020;1500;28,2;;
08/03/2020;1600;29,5;;
08/03/2020;1700;29,2;;
08/03/2020;1800;30,3;;
08/03/2020;1900;29,7;;
08/03/2020;2000;29;;
08/03/2020;2100;28,4;;
08/03/2020;2200;27,6;;
08/03/2020;2300;26,8;;
09/03/2020;0;26,3;;
09/03/2020;100;null;;
09/03/2020;200;25,9;;
09/03/2020;300;25,9;;
09/03/2020;400;25,2;;
09/03/2020;500;25;;
09/03/2020;600;25,1;;
09/03/2020;700;24,9;;
09/03/2020;800;24,9;;
09/03/2020;900;24,5;;
09/03/2020;1000;24,5;;
09/03/2020;1100;25,5;;
09/03/2020;1200;27;;
09/03/2020;1300;29,1;;
09/03/2020;1400;29,7;;
09/03/2020;1500;29,5;;
09/03/2020;1600;31;;
09/03/2020;1700;29,6;;
09/03/2020;1800;28,9;;
09/03/2020;1900;27,8;;
09/03/2020;2000;27,2;;
09/03/2020;2100;26,5;;
09/03/2020;2200;25,7;;
09/03/2020;2300;25,3;;
10/03/2020;0;25,3;;
10/03/2020;100;25,5;;
10/03/2020;200;25,4;;
10/03/2020;300;25,7;;
10/03/2020;400;25;;
10/03/2020;500;25,1;;
10/03/2020;600;25;;
10/03/2020;700;25;;
10/03/2020;800;25,1;;
10/03/2020;900;25,2;;
10/03/2020;1000;24,5;;
10/03/2020;1100;25,3;;
10/03/2020;1200;25,9;;
10/03/2020;1300;26,9;;
10/03/2020;1400;28,6;;
10/03/2020;1500;30,8;;
10/03/2020;1600;31,1;;
10/03/2020;1700;30,6;;
10/03/2020;1800;29,6;;
10/03/2020;1900;24,1;;
10/03/2020;2000;24,1;;
10/03/2020;2100;23,8;;
10/03/2020;2200;23,7;;
10/03/2020;2300;23,5;;
11/03/2020;0;23,6;;
11/03/2020;100;23,6;;
11/03/2020;200;23,9;;
11/03/2020;300;23,8;;
11/03/2020;400;23,5;;
11/03/2020;500;23,2;;
11/03/2020;600;23,1;;
11/03/2020;700;23,1;;
11/03/2020;800;22,9;;
11/03/2020;900;23;;
11/03/2020;1000;22,8;;
11/03/2020;1100;24,5;;
11/03/2020;1200;26,7;;
11/03/2020;1300;27,5;;
11/03/2020;1400;28,5;;
11/03/2020;1500;29,7;;
11/03/2020;1600;29;;
11/03/2020;1700;27,1;;
11/03/2020;1800;30,2;;
11/03/2020;1900;31,1;;
11/03/2020;2000;26,8;;
11/03/2020;2100;28,1;;
11/03/2020;2200;26,7;;
11/03/2020;2300;26,2;;
12/03/2020;0;25,3;;
12/03/2020;100;25,1;;
12/03/2020;200;24,6;;
12/03/2020;300;24,8;;
12/03/2020;400;25;;
12/03/2020;500;24,8;;
12/03/2020;600;24,5;;
12/03/2020;700;24,5;;
12/03/2020;800;24,1;;
12/03/2020;900;23,4;;
12/03/2020;1000;23,1;;
12/03/2020;1100;23,5;;
12/03/2020;1200;25,4;;
12/03/2020;1300;26;;
12/03/2020;1400;27,2;;
12/03/2020;1500;28,4;;
12/03/2020;1600;29;;
12/03/2020;1700;30,1;;
12/03/2020;1800;31,5;;
12/03/2020;1900;31,8;;
12/03/2020;2000;31,1;;
12/03/2020;2100;28,2;;
12/03/2020;2200;26,8;;
12/03/2020;2300;26,3;;
13/03/2020;0;26;;
13/03/2020;100;26,2;;
13/03/2020;200;25,9;;
13/03/2020;300;25,8;;
13/03/2020;400;26,2;;
13/03/2020;500;25,5;;
13/03/2020;600;24,9;;
13/03/2020;700;24,4;;
13/03/2020;800;24,8;;
13/03/2020;900;24,6;;
13/03/2020;1000;24,1;;
13/03/2020;1100;24,9;;
13/03/2020;1200;27,9;;
13/03/2020;1300;30,5;;
13/03/2020;1400;29,3;;
13/03/2020;1500;30,3;;
13/03/2020;1600;30,1;;
13/03/2020;1700;31,4;;
13/03/2020;1800;32,5;;
13/03/2020;1900;31,8;;
13/03/2020;2000;31,1;;
13/03/2020;2100;29,7;;
13/03/2020;2200;27,4;;
13/03/2020;2300;26,1;;
14/03/2020;0;25,7;;
14/03/2020;100;25,2;;
14/03/2020;200;25,6;;
14/03/2020;300;24,2;;
14/03/2020;400;23,8;;
14/03/2020;500;23,9;;
14/03/2020;600;23,7;;
14/03/2020;700;23,8;;
14/03/2020;800;24,1;;
14/03/2020;900;24;;
14/03/2020;1000;23,4;;
14/03/2020;1100;25,3;;
14/03/2020;1200;26,6;;
14/03/2020;1300;29;;
14/03/2020;1400;29,8;;
14/03/2020;1500;30,2;;
14/03/2020;1600;30,4;;
14/03/2020;1700;30,6;;
14/03/2020;1800;29,7;;
14/03/2020;1900;28,5;;
14/03/2020;2000;28,1;;
14/03/2020;2100;26,5;;
14/03/2020;2200;25,1;;
14/03/2020;2300;25,4;;
15/03/2020;0;25,7;;
15/03/2020;100;25,7;;
15/03/2020;200;25,1;;
15/03/2020;300;24,7;;
15/03/2020;400;24,6;;
15/03/2020;500;24,4;;
15/03/2020;600;24,2;;
15/03/2020;700;24,1;;
15/03/2020;800;24,1;;
15/03/2020;900;24,1;;
15/03/2020;1000;23,9;;
15/03/2020;1100;26,4;;
15/03/2020;1200;27,2;;
15/03/2020;1300;26,7;;
15/03/2020;1400;25,6;;
15/03/2020;1500;25,7;;
15/03/2020;1600;25,3;;
15/03/2020;1700;26,3;;
15/03/2020;1800;28;;
15/03/2020;1900;26,8;;
15/03/2020;2000;26,7;;
15/03/2020;2100;26,2;;
15/03/2020;2200;25,9;;
15/03/2020;2300;25,1;;
16/03/2020;0;25;;
16/03/2020;100;24,8;;
16/03/2020;200;25,2;;
16/03/2020;300;25,1;;
16/03/2020;400;24,9;;
16/03/2020;500;24,5;;
16/03/2020;600;24;;
16/03/2020;700;24;;
